III - Zona de Expansão Residencial Sul (ZERS).	3
CAPÍTULO II	3
DELIMITAÇÃO DAS ZONAS	0
Seção Única	2
 Para os fins do disposto neste Código, o território do Município fica dividido em zonas de uso, com localização, limites e	0
perímetros, determinados no Mapa número cinco (5) (anexo).	3
§ 1º - Todos os lotes, que tiverem testada para os logradouros públicos limítrofes de duas zonas, serão considerados como	3
lotes integrantes da zona mais importante.	3
§ 2º - Os lotes de esquina de logradouros públicos, limítrofes de duas zonas, serão considerados como lotes integrantes da	3
zona de maior importância.	3
§ 3º - Fica estabelecida a seguinte classificação, na ordem decrescente de importância das zonas e parte das zonas:	0
Art. 8º	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
3/119	4
I - Zona Comercial Principal (ZC-1);	3
II - Zona Comercial Secundária (ZC-2);	3
III - Zona de Tendência Comercial (ZC-3);	3
V - Zona Residencial (ZR);	3
VI - Zona de Expansão Residencial (ZER);	3
VII - Zona Especial e Turística.	3
§ 4º - No caso de delimitação das zonas especiais (ZE) e zona turística (ZT), os lotes internos aos seus perímetros com testada,	0
ou de esquina de logradouros públicos e limítrofes a estas zonas, farão parte integrante das mesmas.	0
§ 5º - Caberá à Prefeitura, por seu Órgão competente, indicar a solução para o caso de imóveis em mais de uma zona.	3
 As delimitações das zonas deverão ser revistas e atualizadas, no mínimo de três (3) em três (3) anos, mediante Decreto do	0
Executivo Municipal.	3
TÍTULO IV	3
USO DO SOLO	3
CAPÍTULO I	3
DISPOSIÇÕES GEAIS	0
Seção Única	2
 Considera-se uso do solo, para fins deste Código, a permissão de utilização de determinada área do Município, segundo	0
certas predominâncias, objetivando o desenvolvimento harmônico da comunidade e o bem estar de seus habitantes.	3
 As características de dimensionamento, ocupação e aproveitamento dos lotes, bem como as categorias de uso	3
permitidas, correspondentes a cada zona de uso, são aquelas constantes do quadro nº 2 (anexo).	3
 De acordo com a zona em que se situa, o uso de um lote ou de uma edificação será classificado como:	3
I - permitido, em qualquer zona, o uso que, adequando-se as características estabelecidas para essa zona, seja nela permitido	3
e incentivado;	3
II - permissível, em qualquer zona, o uso que, embora se afaste das características estabelecidas para esta zona, seja permitido	0
desde que obedeça as restrições especiais constantes do quadro nº 2 (anexo);	3
III - não conforme, em qualquer zona, o uso, ocupação ou aproveitamento do lote, que seja inadequado em relação às	3
características estabelecidas para essa zona.	3
§ 1º - O uso não conforme poderá ser tolerado a título precário, desde que sua existência regular, anteriormente à data de	3
vigência deste Código, seja comprovada, mediante documento expedido por órgão da Prefeitura, obedecidas as seguintes	0
disposições:	0
I - Não será admitida a substituição do uso não conforme, tolerado por qualquer outro uso que agrave a desconformidade	3
com relação às exigências deste Código.	0
II - Não serão admitidas quaisquer ampliações na ocupação ou aproveitamento do solo, admitindo-se apenas as reformas	3
essenciais à segurança e à higiene das edificações, instalações e equipamentos.	0
Art. 9º	2
Art. 10 -	2
Art. 11 -	2
Art. 12 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
4/119	4
III - O uso não conforme adequar-se-á aos níveis de ruídos e de poluição ambiental exigíveis para zona em que esteja	3
localizado, bem como obedecerá aos horários de funcionamento disciplinar pela legislação pertinente.	3
§ 2º - Desconformidade de ocupação ou aproveitamento poderá ser tolerado, exigindo-se, porém, que os projetos de	3
ampliação das novas partes estejam de acordo com o disposto neste Código, e aprovados pelo Órgão competente.	0
§ 3º - A tolerância do uso não conforme está condicionada à liquidação, na Prefeitura, por parte do interessado, de todos os	3
débitos fiscais em atraso, que incidam sobre o imóvel, e sobre a atividade objeto da tolerância.	3
 Serão estabelecidas, por ato do Executivo, as normas aplicáveis às diferentes categorias de uso e às diferentes zonas de	0
uso, pertinentes a:	3
I - limites máximos de tolerância para níveis de ruídos, de vibrações e de poluição das águas e do ar;	0
II - processos e dispositivos de medição e fiscalização dos níveis de ruídos, de vibrações e de poluição das águas e do ar;	0
III - processos e dispositivos de tratamento de resíduos lançados no ar ou em cursos d`água, lagos, represas ou açudes;	3
IV - permissão ou restrição para colocação de cartazes, letreiros, placas, tabuletas, anúncios, quadros luminosos, ou similares	3
em qualquer ponto visível da via pública;	3
V - dimensionamento de pátios, para carga e descarga, e de áreas para estacionamento de veículos.	3
CAPÍTULO II	3
CATEGORIAS DE USO	3
Seção Única	2
 Para os efeitos deste Código, são estabelecidas as categorias de uso a seguir individualizadas, com as respectivas siglas e	0
características básicas:	3
I - Residência Unifamiliar R1 - edificações destinadas à habitação permanente, correspondendo a uma residência por lote,	3
obedecendo às disposições da zona na qual se situa.	0
II - Residência Multifamiliar R2 - edificações destinadas à habitação permanente, correspondendo a mais de uma residência	3
por lote, compreendendo:	3
1 - R2 - 01 - Unidades residenciais agrupadas horizontalmente, todas com frente para via oficial, obedecendo às seguintes	0
disposições:	0
a) serem construídas em lotes de área mínima de quatrocentos e cinqüenta metros quadrados (450 m²), com testada mínima	3
de quinze metros (15,00m), e frente mínima de seis metros (6,00m), para cada residência;	3
b) recuo do alinhamento de cinco metros (5,00m) no mínimo;	3
c) recuo de fundos de cinco metros (5,00m) no mínimo;	3
d) serem obedecidos os afastamentos de um metro e cinqüenta centímetros (1,50m) das divisas laterais externas da primeira	0
e da última residências, e para lote de esquina, obedecer ao recuo de alinhamento de cinco metros (5,00m).	3
2 - R2 - 02 - Residências agrupadas verticalmente, ocupando um ou mais lotes, com frente para via oficial, obedecendo aos	3
requisitos previstos para a zona na qual se situa.	3
III - Conjunto Residencial R3 - edificações destinadas à habitação permanente, isoladas ou agrupadas horizontalmente ou	3
verticalmente, ocupando um ou mais lotes, e dispondo de espaços e instalações de utilização comum a todas as residências do	3
conjunto.	3
1 - R3 - 01 - Conjuntos Residenciais transversais ao alinhamento predial, para residências unifamiliares, com uma residência	3
por lote, exigindo-se o corredor de acesso, e não podendo ser superior a seis (6) o número de unidades no mesmo alinhamento.	3
Art. 13 -	2
Art. 14 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
5/119	4
Deverão obedecer às seguintes disposições:	0
a) O acesso far-se-á por corredor com a largura mínima de:	3
I - cinco metros (5,00m), quando as edificações estejam situadas em um só lado do corredor de acesso;	3
II - sete metros e cinqüenta centímetros (7,50m) quando as edificações estejam situadas em ambos os lados do corredor de	3
acesso.	3
b) Quando forem construídas quatro (4) ou mais residências do mesmo alinhamento, deverá ser previsto um bolsão de	3
retorno com diâmetro mínimo igual a duas vezes a largura do corredor de acesso.	3
c) Em cada conjunto de seis (6) unidades de residência, será intercalada área igual a meio(½) lote mínimo da zona, destinada a	3
"play ground" de uso comum.	3
d) A taxa de ocupação, metragem mínima do lote, recuos e número de pavimentos, serão de acordo com o previsto para a	3
zona onde se situa o conjunto.	3
2 - R3 - 02 - Conjuntos Residenciais transversais ao alinhamento predial, para residências multifamiliares, com mais de uma	3
residência por lote, exigindo corredor de acesso, e não podendo ser superior a dez (10) o número de unidades no mesmo	3
alinhamento. Deverão obedecer às seguintes disposições:	0
a) O acesso far-se-á por corredor com a largura mínima de sete metros e cinqüenta centímetros (7,50m), para edificações	3
situadas em um ou ambos os lados do corredor de acesso.	3
b) Quando forem construídas seis (6) ou mais unidades no mesmo alinhamento, deverá ser previsto um bolsão de retorno	3
com diâmetro mínimo igual a duas vezes a largura do corredor de acesso.	3
c) Em cada conjunto de oito (8) unidades, será intercalada área igual a meio (½) lote mínimo previsto neste caso, destinada a	3
"play ground" de uso comum.	3
d) O lote mínimo deverá ter área de quatrocentos e cinqüenta metros quadrados (450m²), com a testada mínima de quinze	3
metros (15,00m) e frente mínima de seis metros (6,00m) para cada residência.	3
e) Recuo do alinhamento de cinco metros (5,00m), no mínimo.	3
f) Recuo de fundos de cinco metros (5,00m), no mínimo.	3
g) Obediência aos afastamentos de um metro e cinqüenta centímetros (1,50m) das divisas laterais externas da primeira e da	0
última residência e, para lote de esquina, obedecer ao recuo de alinhamento de cinco metros (5,00m).	3
3 - R3 - 03 - Conjuntos Residenciais Populares Horizontais - (unifamiliares) - edificações destinadas à habitação permanente,	3
agrupadas horizontalmente, compreendendo uma residência por lote, cujo número seja igual ou superior a dez (10) e inferior a	3
cinqüenta (50) unidades, dispondo de espaços e instalações de utilização comum a todas as residências do conjunto e obedecendo	3
às seguintes disposições:	0
a) espaços de utilização comum, não cobertos, destinados ao lazer, correspondendo ao mínimo de dez por cento (10%) da	3
área total dos lotes do conjunto;	3
b) o terreno, no todo ou em parte, poderá ser desmembrado em várias propriedades de uma só pessoa ou condomínio,	3
quando cada parcela desmembrada mantiver as dimensões mínimas permitidas pelo zoneamento;	3
c) a taxa de ocupação, metragem mínima do lote, recuos e número de pavimentos, serão de acordo com o previsto para a	3
zona onde se situa o conjunto.	3
4 - R3 - 04 - Conjuntos Residenciais Populares verticais (multifamiliares) - edificações destinadas à habitação permanente,	3
agrupadas verticalmente, ocupando um ou mais lotes, cujo número de residências seja igual ou superior a dez (10), dispondo de	3
espaços e instalações de utilização comum a todas as residências do conjunto e obedecendo às seguintes disposições:	0
a) espaços de utilização comum, não cobertos, destinados ao lazer correspondendo ao mínimo de dez por cento (10%) da área	3
total dos lotes do conjunto;	3
b) o terreno, no todo ou em parte, poderá ser desmembrado em várias propriedades de uma só pessoa ou condomínio,	3
quando cada parcela desmembrada mantiver as dimensões mínimas permitidas pelo zoneamento;	3
c) se o acesso ao conjunto é transversal ao alinhamento predial, a largura do mesmo deverá ser, no mínimo, de sete metros e	3
cinqüenta centímetros (7,50m) prevendo-se um bolsão de retorno de diâmetro igual a duas vezes à largura do mesmo.	3
IV - Comércio de âmbito local - C1- estabelecimento de venda direta, ao consumidor, de produtos que se relacionam com o	3
uso residencial.	3
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
6/119	4
V - Comércio varejista diversificado - C2 - estabelecimentos de venda direta, ao consumidor, de produtos relacionados ou não	3
com o uso residencial.	3
VI - Comércio atacadista - C3 - comércio não varejista de produtos relacionados ou não com o uso residencial, incluindo	3
armazéns de estocagem de mercadorias, terminais atacadistas, armazéns de frios, frigoríficos e silos.	3
VII - Indústria não incômoda - I1 - estabelecimentos que podem adequar-se aos mesmos padrões de usos não industriais, no	3
que diz respeito às características de ocupação do lote, de acesso, de localização de tráfego, de serviços urbanos, e aos níveis de	3
ruídos, de vibrações e de poluição ambiental.	3
VIII - Serviços de âmbito local - S1 - estabelecimentos destinados à prestação de serviços, à população, que podem adequar-se	3
aos mesmos padrões de usos residenciais, no que diz respeito às características de ocupação dos lotes, de acessos, de tráfego, de	3
serviços urbanos, e aos níveis de ruídos de vibrações e de poluição ambiental.	3
IX - Serviços diversificados - S2 - estabelecimentos destinados à prestação de serviços a população, que implicam na fixação de	3
padrões específicos, referentes às características de ocupação dos lotes, de acessos, de localização, de tráfego, e de serviços	3
urbanos, e aos níveis de ruídos, de vibrações e poluição ambiental, sendo que os postos de abastecimento e lavagem de veículos, e	3
as oficinas de reparos em geral, são incluídos nesta categoria, independentemente da área construída e do número de	3
empregados.	3
X - Serviços especiais - S3 - estabelecimentos destinados à prestação de serviços à população, que implicam na fixação de	3
padrões específicos referentes às características de ocupação dos lotes, de acessos, de localização, de tráfego, de serviços urbanos,	3
e aos níveis de ruídos, de vibrações e de poluição ambiental, tais como: garagens para estacionamento de caminhões, de frotas de	3
taxi, de frotas de ônibus e tratores ou terminais para carga e descarga de mercadorias.	3
XI - Instituições de âmbito local - E1 - espaços, estabelecimentos ou instalações destinados à educação, saúde, lazer, cultura,	3
assistência social, culto religioso ou administração pública, que tenham ligação direta, funcional ou especial com o uso residencial,	3
obedecendo à capacidade de lotação máxima de cem (100) pessoas.	3
XII - Instituições diversificadas - E2 - espaços, estabelecimentos ou instalações destinados à educação, saúde, lazer, cultura,	3
assistência social, culto religioso ou administração pública, obedecendo à capacidade de lotação máxima de quinhentas (500)	3
pessoas.	3
XIII - Instituições especiais - E3 - espaços, estabelecimentos ou instalações destinados à educação, saúde, lazer, cultura,	3
assistência social, culto religioso ou administração pública, que implicam em grande concentração de pessoas ou veículos, níveis	3
altos de ruídos ou em padrões viários especiais.	3
XIV - Usos especiais - E4 - espaços, estabelecimentos e instalações sujeitos à preservação ou controle específicos, tais como:	3
monumentos históricos, mananciais de água, áreas de valor estratégico para a segurança pública e áreas de valor paisagístico	3
especial.	3
§ 1º - Cabe ao Departamento competente da Prefeitura relacionar e classificar, quando necessário, os estabelecimentos que	3
se enquadram nas categorias de uso individualizados neste artigo.	3
§ 2º - Além das características básicas, estipuladas neste artigo para as diferentes categorias de uso, devem as mesmas	0
atender às exigências maiores e demais disposições instituídas neste Código para cada zona de uso.	0
§ 3º - Qualquer projeto de reforma, ampliação ou reconstrução, em imóvel enquadrado nas categorias R2-01 e R3-02, deverá	3
adequar-se às características exigíveis para o agrupamento como um todo.	3
CAPÍTULO III	3
UTILIZAÇÃO DAS ZONAS (QUADRO ANEXO Nº 2)	0
Seção I	2
Zona Comercial Principal (zc-1)	3
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
7/119	4
 A zona comercial principal é caracterizada pelos seguintes usos permitidos: C1, S1, E1, C2, S2, E2, R2-02; e será admitida a	3
construção de edifícios públicos, estabelecimentos comerciais a varejo, empórios de abastecimento, escritórios e consultórios,	3
bancos e estabelecimentos de crédito, instalações de rádio e televisão, biblioteca e museus; cafés e bares, padarias e confeitarias,	3
mercearias, hotéis, restaurantes, instalações de casas de diversão pública, (exceto as "boites" e clubes noturnos), editoras, livrarias,	3
edifícios residenciais e demais usos compatíveis com suas finalidades.	3
§ 1º - Os usos nas categorias C1, S1, E1, C2, S2, E2, obedecerão as seguintes disposições:	0
I - construção junto ao novo alinhamento previsto;	3
II - recuo mínimo de fundos, conforme tabela anexa a este Código;	0
III - construção com afastamento das divisas laterais, conforme tabela anexa a este Código;	0
IV - altura máxima respectiva obedecidos os índices constantes da tabela anexa a este Código.	0
§ 2º - O uso na categoria R2-02 obedecerá às disposições do parágrafo anterior, e mais:	0
I - garagem para atender a cada unidade econômica da edificação;	3
II - que o uso no térreo seja destinado à garagem e ou para fins estabelecidos neste artigo, excluído o uso residencial;	3
III - o térreo, com pé direito mínimo de cinco metros e cinqüenta centímetros (5,50m) poderá ter mezanino, desde que:	3
1 - o mezanino, ou jirau, ocupe no máximo setenta e cinco por cento (75%) da área do piso e se constitua, para todos os	3
efeitos, em parte integrante indissociável da finalidade de utilização do espaço térreo e para o que for utilizado;	3
2 - o pé direito da parte utilizável para fins comerciais ou congêneres, coberta pelo mezanino, seja, no mínimo, de três metros	3
(3,00 m.). O pé direito do mezanino será de, no mínimo, dois metros e trinta centímetros (2,30 m.);	3
3 - os acessos de uso do mezanino sejam exclusivamente para os fins a que se destinam.	3
 Não serão computadas, no cálculo de área construída, as áreas destinadas a garagem de uso exclusivo do prédio e	3
limitada ao número de unidades econômicas do edifício, para efeito de cálculo da taxa de ocupação do terreno e número de	3
pavimentos determinados pela tabela anexa a este Código.	0
 São proibidos na zona comercial principal (ZC-1) todos os usos considerados prejudiciais à vizinhança, em conseqüência	3
de odores, vapores, fogo, ruído, ou que ofereçam perigo de incêndio ou explosão.	3
Seção II	2
Zona Comercial Secundária (zc-2)	3
 A zona comercial secundária é caracterizada pelos usos permitidos na ZC-1 e mais categorias R1 (residência unifamiliar).	3
§ 1º - Os usos nas categorias C1, S1, E1, C2, S2, E2, obedecerão às seguintes disposições:	0
I - recuo do alinhamento: sem recuo;	3
II - recuo mínimo de fundos: de acordo com a tabela anexa a este Código;	0
III - recuo mínimo das divisas laterais, conforme tabela anexa a este Código;	0
IV - altura máxima de acordo com a tabela anexa a este Código ;	0
Art. 15 -	2
Art. 16 -	2
Art. 17 -	2
Art. 18 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
8/119	4
§ 2º - O uso na categoria R2-02 obedecerá às seguintes disposições:	0
I - área mínima do lote: seiscentos metros quadrados (600m²);	3
II - recuo do alinhamento, conforme tabela anexa a este Código;	0
III - recuo mínimo de fundos, de acordo com a tabela anexa a este Código;	0
IV - recuo mínimo de divisas laterais, de acordo com a tabela anexa a este código;	0
V - altura máxima: oito (8) pavimentos.	3
§ 3º - Fazem parte destas disposições, ainda, os itens I, II e III constantes do parágrafo 2º do artigo 15.	0
§ 4º - O uso na categoria R1 obedecerá às seguintes disposições:	0
I - recuo do alinhamento: três metros (3,00m);	3
II - recuo mínimo de fundos: de acordo com a tabela anexa a este Código;	0
III - os afastamentos nas divisas laterais serão de 1,50m (um metro e meio) e 2,50m (dois metros e meio);	3
IV - altura máxima: dois (2) pavimentos;	3
V - taxa de ocupação máxima: 60% (sessenta por cento) da área do lote.	3
 Ficam estabelecidas para a zona (ZC-2) as disposições constantes dos artigos 16 e 17.	0
Seção III	2
Zona de Tendência Comercial (zc-3)	3
 A zona de Tendência Comercial (ZC-3) caracteriza-se pelos usos permitidos na zona ZC-2.	3
Parágrafo Único - Nas categorias C3, I1, S3 e E3, além dos usos permitidos pelo artigo, serão obedecidas as características do	3
maior lote mínimo.	3
Seção IV	2
Zona Beiramar (zb)	3
 A Zona Beiramar caracteriza-se pelos seguintes usos permitidos: R1, R2-02, ou seja, zona residencial unifamiliar e zona	3
residencial multifamiliar agrupadas verticalmente.	3
§ 1º - O uso na categoria R1, obedecerá às seguintes disposições:	0
I - recuo do alinhamento: mínimo de três metros (3,00 m.);	3
II - recuo mínimo de divisas laterais: um de um metro e cinqüenta centímetros (1,50 m.), e outro de dois metros e cinqüenta	3
centímetros (2,50 m.);	3
III - altura máxima: dois (2) pavimentos;	3
IV - taxa de ocupação: 60% (sessenta por cento) da área do lote.	3
Art. 19 -	2
Art. 20 -	2
Art. 21 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
9/119	4
§ 2º - O uso na categoria R2-02 obedecerá às seguintes disposições:	0
I - área mínima do lote, de acordo com a tabela anexa a este Código;	0
II - recuo do alinhamento: conforme a tabela anexa a este Código;	0
III - recuo mínimo das divisas laterais, conforme tabela anexa a este Código;	0
IV - altura máxima: nos termos da tabela anexa a este Código;	0
V - taxa de ocupação: quarenta por cento (40%) da área do lote.	3
§ 3º - Deverá ser reservada no imóvel, área para estacionamento que atenda a cem por cento (100%) das unidades	0
econômicas, sendo que, a parte destinada exclusivamente a abrigo de automóveis e áreas sobre pilotis não serão computadas na	3
área edificada, para efeito do cálculo da taxa de ocupação do terreno.	3
 A ZR-1 tem como permissível o uso da categoria C1.	3
§ 1º - O uso na categoria C1, obriga o imóvel a possuir as mesmas características exigidas no § 1º do artigo 21.	3
§ 2º - Os usos permissíveis no parágrafo anterior, resumem-se somente a mercearias, bares, padarias e açougues.	3
§ 3º - A área resultante do afastamento deverá se utilizada como passeio, em acréscimo ao logradouro.	3
§ 4º - Na zona (ZR-1), ficam proibidos todos os usos não especificados nos artigos 21 e 22.	3
§ 5º - Os usos, que fogem ao previsto nos artigos 21 e 22 serão mantidos, levando-se em consideração o disposto, nos	3
parágrafos 1º, 2º e 3º do artigo 12.	3
Seção V	2
Zona Residencial (zr)	3
 A zona residencial caracteriza-se pelos seguintes usos permitidos: R1, R2-02, R3-01 e R3-03.	3
§ 1º - O uso na categoria R1 obedecerá às seguintes disposições:	0
I - recuo do alinhamento: três metros (3,00 m.);	3
II - recuo mínimo de divisas laterais: um metro e cinqüenta centímetros (1,50m) de um lado e dois metros e cinqüenta	3
centímetros (2,50m) do outro;	3
III - altura máxima: dois (2) pavimentos;	3
IV - taxa de ocupação: sessenta por cento (60%) da área do lote.	3
§ 2º - O uso na categoria R2-02 obedecerá às seguintes disposições:	0
I - área mínima do lote, de acordo com a tabela anexa a este Código;	0
II - recuo do alinhamento: três metros (3,00 m.);	3
III - recuo de fundos, conforme a tabela anexa a este Código;	0
IV - recuo mínimo das divisas laterais, de acordo com a tabela anexa a este Código;	0
Art. 22 -	2
Art. 23 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
10/119	4
V - altura máxima, de acordo com a tabela anexa a este Código;	0
VI - taxa de ocupação, de acordo com a tabela anexa a este Código;	0
§ 3º - Deverá ser reservado, no imóvel, área para estacionamento, que atenda a cem por cento (100%) das unidades	0
econômicas, sendo que: a parte destinada exclusivamente a abrigo de automóveis e áreas sobre pilotis, não serão computadas na	3
área edificada, para efeito do cálculo de taxa de ocupação do terreno.	3
§ 4º - O uso na categoria R3-01, obedecerá às disposições do § 1º deste artigo.	0
§ 5º - O uso na categoria R3-03, obedecerá também às disposições do § 1º deste artigo.	0
 A ZR-2 tem como usos permissíveis os das categorias C1, C2, S1, S2, E1 e E2.	0
§ 1º - Os usos nas categorias C1, C2, S1 e E1, obedecerão às disposições estabelecidas no § 1º do artigo anterior, e mais:	0
I - Para as categorias C1 e C2 será também obedecido o disposto nos parágrafos 1º, 2º e 3º, do artigo 22.	3
II - Para as categorias S1 e E1, o órgão competente da Prefeitura deverá dar sua apreciação quanto à localização das	0
edificações para tais usos, aprovando-a ou não.	3
III - É admitida a localização de escritórios e consultórios de profissionais liberais quando anexo às respectivas residências, e	3
desde que:	3
1 - o escritório ou consultório seja utilizado pelo próprio profissional residente na edificação, contando, no máximo, com um	3
(1) empregado;	3
2 - a área da edificação, ocupada pelo escritório ou consultório, não ultrapasse a vinte por cento (20%) da área total edificada	3
da residência;	3
3 - a residência esteja enquadrada na categoria R1, e para os casos já existentes, não ultrapasse a taxa de ocupação prevista	3
para a zona.	3
§ 2º - Os usos nas categorias S2 e E2, obedecerão as seguintes disposições:	0
I - área mínima do lote: seiscentos metros quadrados (600m²);	3
II - testada mínima do lote: vinte metros (20m);	3
III - recuo do alinhamento: dez metros (10,00 m.);	3
IV - recuo mínimo das divisas laterais: dois metros e cinqüenta centímetros (2,50m);	0
V - altura máxima: quatro (4) pavimentos;	3
VI - taxa de ocupação: cinqüenta por cento (50%) da área do lote.	3
§ 3º - Os usos exigidos no parágrafo anterior, ficam na dependência de aprovação quanto à sua localização pelo órgão	3
competente da Prefeitura.	3
§ 4º - Na zona ficam proibidos todos os usos não especificados nos artigos 23 e 24.	3
§ 5º - As edificações, cujos usos fogem ao previsto nos artigos 23 e 24, em funcionamento anterior à data de vigência deste	3
Código, serão mantidas, levando-se em consideração o disposto nos parágrafos 1º, 2º e 3º do artigo 12.	0
Seção VI	2
Zona de Expansão Residencial (zer)	3
Art. 24 -	2
16/05/2024, 15:28	2
Código de Obras de Balneário Camboriú - SC	1
https://leismunicipais.com.br/a1/codigo-de-obras-balneario-camboriu-sc	2
